886,27130050,4.5
109,11710361,1.5
936,13121200,9.4
194,14410600,1.2
902,11512120,7.5
718,24404100,10.0
515,13160160,0.8
140,12350235,3.1
160,11710676,7.2
911,27211000,2.5
567,11710681,1.1
931,22101140,3.7
184,26143140,2.4
830,14620150,9.7
347,26121100,4.7
834,13120120,6.1
344,11710928,5.0
283,26317160,4.1
34,22101320,3.1
460,12310200,4.4
263,27135030,9.7
133,12120106,4.1
108,11710673,4.2
291,27212000,5.5
831,11710969,5.4
835,22706010,3.3
1,13210500,1.9
505,13130100,0.9
779,26117130,6.2
10,11710919,2.8
296,11460000,2.0
838,12350230,1.2
713,21102120,2.1
227,23150100,3.8
822,26127124,6.5
766,27162060,3.6
162,26151160,8.1
755,24147310,0.3
852,24301210,2.1
275,11720616,1.0
766,14410620,3.6
414,13252200,7.2
735,27120120,8.2
592,24168021,1.1
828,22300170,8.1
119,13210410,4.4
213,26109124,0.4
569,26317140,6.1
563,24198670,4.7
23,26103121,4.4
880,26205110,4.9
230,22311500,5.3
12,26141160,0.5
276,24198742,6.0
555,26157130,8.3
247,22401020,4.0
224,11710377,1.8
649,26103121,9.7
680,11114330,8.3
346,11513384,0.4
385,25230320,2.3
368,26213131,1.5
846,26115143,4.7
834,11541400,4.4
211,11513000,2.1
854,24202020,5.1
733,26121190,2.9
984,26117120,5.1
171,13130300,7.8
951,23333100,6.4
376,13230140,9.7
573,26157122,6.1
778,27111430,6.4
699,24147320,1.2
644,12350230,3.4
884,27142000,1.8
603,13120120,8.2
242,27118180,1.4
648,23150300,2.2
490,14108400,3.0
629,11513355,4.2
429,27160100,3.2
11,22601040,5.9
141,27146100,8.2
626,12210505,6.3
601,11514340,5.0
447,11720417,1.2
397,11710375,5.7
788,14108010,5.5
432,11350010,8.7
985,13140110,4.0
377,24202070,4.3
591,25210210,8.8
267,11710664,0.3
668,14640195,3.9
422,27214300,1.4
944,26123160,3.6
650,26213120,5.0
316,13210750,0.4
151,24123110,7.5
579,22002000,7.5
357,11212050,0.8
554,26203160,7.4
797,26111121,1.1
650,27212120,6.1
35,24147321,3.9
314,22201200,3.9
501,26205190,4.0
105,11115000,4.2
555,11710687,3.0
532,11720410,10.0
378,26137120,2.8
606,26109180,0.4
853,13130340,1.6
283,26127133,7.5
157,26118050,1.5
798,26157141,2.9
173,13122100,9.8
407,20000200,0.7
273,23150200,3.2
380,11710378,0.8
356,26118034,6.0
183,27111100,9.9
219,11435000,2.6
690,11440070,9.3
747,14640105,0.3
236,14640115,5.4
933,13161600,5.6
720,24201120,5.5
116,21101110,7.1
469,14201200,8.7
706,14108015,6.5
755,26141130,9.9
480,21410120,1.8
736,24107080,1.4
344,26315121,8.3
415,11710965,8.6
769,26107160,5.9
393,27111420,6.8
379,12310100,5.1
894,24201320,6.7
416,26157131,4.4
901,21000110,2.6
136,24157331,6.4
180,11121300,1.3
571,14108200,3.6
881,27120130,1.2
979,11710000,4.4
354,24127202,2.2
825,27150410,4.8
356,24207000,5.1
749,27135040,8.7
476,11116000,9.0
666,13252500,6.1
278,14640165,0.3
126,25110420,2.0
109,22708010,3.6
237,11710664,8.9
297,13210350,1.2
79,14640026,9.4
564,11830260,6.4
179,11512010,6.6
403,23332100,7.1
758,11710629,0.1
945,24208510,0.6
314,11513803,7.2
708,11410000,5.3
758,27118180,9.7
483,24134150,8.2
784,11720800,3.4
400,27150320,8.7
957,13220230,3.9
858,26151140,8.1
46,24103000,3.3
842,23110010,4.8
998,26127121,6.2
185,11710910,3.7
881,26101110,6.5
843,26133131,4.0
818,25150000,8.3
776,24201510,0.7
278,26303130,5.3
954,14640002,2.6
559,25220360,3.5
914,26157110,5.9
665,24102020,7.1
957,26131160,7.4
50,26137123,5.0
602,11514130,9.3
736,12210200,2.7
770,26105160,1.0
801,23321050,5.0
633,11710350,3.2
130,14204010,2.9
543,26118034,8.0
924,13121100,3.0
100,25221450,5.7
263,24201410,7.3
545,14640125,7.5
694,11340000,2.5
481,26100124,6.6
576,11461000,8.6
31,27213420,0.7
35,26121100,1.3
73,11710916,4.6
314,11112110,1.2
473,12140000,5.5
295,14640115,8.5
433,26137141,8.9
90,24402100,6.3
985,11720410,1.7
482,25220650,2.8
906,26129110,7.2
108,26129121,5.5
997,24100000,2.6
49,13412000,9.6
715,21410000,7.8
813,27111000,5.1
505,26147120,6.8
70,22210310,8.5
802,22701040,1.9
279,27141000,6.3
895,26129120,2.0
887,27141500,8.6
170,11740401,8.0
30,11460440,7.7
375,26157134,0.3
455,20000090,9.5
800,26103160,3.1
367,22401000,0.6
777,11710372,5.7
516,24103075,8.7
86,26103140,3.8
299,11740310,0.7
976,26109121,3.2
991,26205180,1.9
945,11411420,5.6
589,27163010,8.0
823,11740403,5.5
795,25210150,5.8
818,26115160,1.5
511,22210310,9.2
560,24103060,7.7
513,26305130,9.7
472,24402110,1.2
694,11350010,1.1
89,22201300,9.3
645,13210530,7.7
39,13120700,4.9
158,27111400,8.7
829,23345100,5.7
723,26119170,8.8
485,24134301,10.0
851,13110100,3.0
225,24130210,0.2
702,26151142,0.6
911,21104120,9.7
193,11400010,1.5
111,26151134,9.7
543,13121500,2.6
249,26103120,9.9
756,25230320,8.1
469,22421000,8.2
624,27136080,5.9
525,26121100,2.5
806,26305131,7.9
16,26127143,2.5
536,26107124,9.3
349,21416000,4.6
8,11710962,8.4
987,24402110,7.0
511,26117160,10.0
553,11460430,9.0
737,12210440,7.0
523,11710968,3.7
581,11461280,6.2
525,11114350,1.8
583,26127130,1.8
660,27120110,7.6
479,11542200,5.7
440,26107121,2.0
813,27120120,4.4
154,11553100,8.5
124,21500310,5.2
803,14640012,3.0
578,22101010,9.6
272,11710050,7.3
155,11321100,3.9
683,13161520,7.6
67,11710940,9.0
181,24198720,4.8
470,24157321,4.3
62,24102010,6.8
899,24127211,0.3
283,11111170,8.2
690,13210750,8.9
186,14640014,9.1
806,26117140,9.3
538,11710639,7.3
413,13120500,3.3
456,13120500,1.2
537,11710664,5.8
312,11111000,9.6
898,11720320,5.6
861,27135050,7.0
371,24144301,4.8
869,11433000,8.2
463,24142301,6.0
186,24201000,8.5
661,25230220,1.7
896,23220030,0.2
188,26107132,3.4
363,14640060,9.7
147,11513855,3.4
675,26205190,2.6
738,11710351,0.2
454,26119131,1.7
712,13127000,3.7
455,11710918,7.6
550,26157110,0.6
400,23326100,3.2
243,14640125,8.7
885,26157122,2.5
945,26115133,4.8
79,26100110,9.4
248,27163010,7.8
917,23000100,8.3
933,23204010,2.5
327,11720410,2.1
172,14104100,7.0
859,13210520,4.3
739,26118032,0.2
409,27150151,5.9
509,24703010,0.7
436,26319124,1.0
825,14640002,7.7
458,26118010,2.4
730,24198735,6.2
438,26147120,2.1
78,27146350,3.5
143,26115123,7.7
908,24124201,0.7
609,14410210,4.1
214,22101010,6.3
737,27111100,0.7
189,13127000,4.4
249,26137132,8.9
266,14502000,4.9
250,22201110,0.7
820,25221500,0.8
698,23332100,5.0
389,26118040,6.1
429,26141120,5.2
232,27212300,0.1
633,11710673,7.4
347,24198745,0.3
695,24140220,6.8
180,26101110,2.7
763,24168020,4.3
723,24167220,1.8
55,26313100,9.4
458,26311110,0.5
63,25221460,0.2
411,27116350,5.2
29,14107020,8.7
982,14640125,5.4
688,26319130,9.6
221,14610200,4.2
644,22201070,7.6
349,26109132,1.4
633,23000100,0.5
823,26147110,9.4
284,11710913,1.8
677,26123130,6.2
65,11411010,8.1
322,11514350,7.8
350,26319163,2.0
997,25221950,6.1
915,21701020,8.6
563,14120010,6.4
712,26107121,9.7
828,22421000,9.7
141,26118020,0.8
940,27211500,8.3
726,26147110,9.1
436,13220110,0.3
995,25160000,4.7
189,26153170,5.7
89,23203010,2.1
778,11321200,0.5
178,26107143,7.7
376,11350030,3.6
787,21417120,9.2
123,23150100,9.9
996,14650160,7.2
988,14202010,7.9
780,13252500,7.0
54,11740400,6.3
695,24127200,3.6
586,24301010,2.4
21,27114000,8.5
781,26100260,4.5
744,13121100,7.0
370,27211000,4.5
753,26121120,3.9
27,24103020,2.9
95,21304000,0.2
379,13252100,7.5
660,26157133,8.6
501,22600100,4.3
182,22101120,5.1
170,22101510,9.3
75,26151120,0.1
165,11320000,9.4
734,24168011,2.4
47,11461270,7.0
219,26107121,1.6
681,11710665,3.7
468,27111420,1.8
487,11513310,5.4
188,11825000,8.9
169,11710360,9.4
807,22810010,9.6
756,13110000,10.0
699,25220108,2.5
267,11513600,4.2
135,11513803,2.5
800,26105131,1.3
640,23322300,4.7
633,27111407,0.8
209,23150100,4.2
432,14640072,4.1
852,26311121,3.9
134,22421000,4.2
508,13220210,3.4
521,26115190,4.0
320,22701050,1.4
728,11720315,9.5
978,14107060,3.3
992,26143131,6.2
911,11513355,6.3
657,26118044,8.2
349,14640002,3.3
522,26153170,0.6
619,14610250,9.5
202,11514320,1.5
233,24147320,10.0
504,26157133,1.3
369,23101020,0.6
221,22101000,7.7
912,27213300,7.0
58,26303121,0.7
655,27111410,7.1
496,26100141,1.3
433,11513390,1.6
585,26311170,9.5
559,24168011,2.5
454,26107141,7.3
660,26209100,9.8
302,21102110,8.6
87,14502000,7.9
488,11710668,0.1
641,24202460,6.6
672,26107143,2.8
870,26100132,0.7
795,27114000,8.8
355,13140580,3.3
317,25230220,9.3
207,11321000,3.8
428,21103120,4.9
156,23110010,2.5
228,11710681,3.8
603,21701020,1.7
469,26311170,5.8
369,11513700,7.0
607,25110450,1.2
404,14640068,1.9
610,26139110,7.8
418,11720611,2.5
59,26100123,1.6
669,11710969,1.2
528,11513803,3.1
412,11434020,9.5
714,11720317,0.7
424,11513390,6.1
397,24157401,1.5
602,22000310,4.6
160,23150200,6.0
79,11514310,7.2
471,24198840,1.5
115,11710631,3.8
966,26317161,3.3
525,11526000,3.4
963,11513355,8.4
331,13140680,3.5
977,27160100,1.4
416,26118023,2.9
686,12350215,8.4
813,26133110,6.7
743,27214110,9.5
383,26117190,0.2
787,22602010,5.2
22,11710673,8.8
937,11300100,6.4
444,13312000,6.3
660,13161630,7.1
339,26111110,7.5
390,26115143,7.3
583,22210310,5.5
515,13160150,1.6
487,26158050,7.8
940,25220108,4.2
749,14640066,4.9
772,26143160,3.1
270,26100142,8.4
434,24701010,5.1
659,14104200,4.0
494,11710699,6.6
118,21304220,9.6
636,26115144,7.6
241,11720315,4.5
638,21701000,9.3
150,11710668,2.5
876,26313110,4.7
923,26151124,8.0
118,14108420,6.5
756,11435020,9.6
146,21001010,1.0
583,26115123,9.0
333,26107141,3.1
454,26118032,4.2
241,26109134,4.9
637,11114330,7.5
692,23203110,6.2
728,11710636,4.9
695,11320000,5.0
340,24122170,8.7
862,21102130,6.8
105,11211050,3.6
870,23200120,0.3
183,11720312,7.4
132,26121121,5.7
651,22602010,0.4
164,27118180,1.2
231,11321200,9.8
183,11720419,1.3
680,21410120,7.1
955,24198745,7.6
122,12210440,7.9
800,11720808,10.0
114,11740311,9.8
886,26319180,6.9
310,26203110,7.2
473,11460440,4.5
298,24142400,1.2
252,21410120,5.1
720,11710051,2.8
740,23203110,6.7
848,23000100,6.4
3,24167300,3.0
3,11710961,1.5
302,24152300,0.1
806,12110100,1.0
76,20000000,5.5
924,12100100,7.3
286,26109170,4.6
348,24401010,0.5
652,11710683,8.7
208,11710361,5.9
594,25221110,9.1
675,27150160,5.4
361,13130310,3.1
539,11513382,2.6
847,27211000,9.1
134,23150100,8.6
202,22000200,9.1
515,11720311,8.8
541,23107000,2.2
257,11460400,7.4
379,27111310,7.4
447,11710357,4.1
344,26129160,6.7
376,23323100,8.2
110,11440030,9.4
46,13121400,3.4
787,24142320,6.5
102,25160110,0.6
836,22101320,1.8
662,26207110,6.0
125,24180200,2.5
778,26109140,1.4
450,14640008,0.2
960,22400120,7.9
804,23150200,0.2
101,24124201,7.0
887,14640030,2.6
707,26319122,0.1
917,14630300,3.5
753,27111405,5.5
109,24201020,5.8
895,26158023,9.6
588,23104020,1.8
212,22107020,0.6
566,11720414,0.2
858,26107122,7.8
847,26100260,5.4
311,24103000,7.8
569,26213130,4.8
51,13135000,9.4
934,23201030,3.4
960,26151133,7.5
765,11321200,4.1
180,22311520,5.8
690,24198747,8.5
288,26121180,8.1
912,26319141,1.9
902,24103050,6.9
535,14410130,2.2
408,24168022,8.1
601,26118042,2.7
153,11514350,0.4
676,11531500,8.4
31,21401120,0.4
806,26100142,10.0
203,24301010,2.4
38,22600200,9.8
38,11710666,0.4
618,26118020,3.7
491,27211100,1.1
300,24201370,9.7
755,26131120,2.7
921,22709010,2.6
650,11460400,8.8
198,13110220,2.3
209,26118031,5.8
943,23321250,4.9
498,27111410,6.2
195,22421020,7.1
902,24142310,4.6
379,26117131,6.0
448,11300100,9.6
549,14301010,9.7
638,14640160,2.3
270,21000100,9.6
549,11710671,0.3
194,24107080,0.7
300,26319164,3.6
204,27160100,7.0
946,14640034,6.0
126,14108400,7.7
79,25220350,7.4
435,26109132,4.4
812,21101110,7.4
410,24168022,8.1
940,11513360,5.8
821,11511550,0.1
325,21104130,0.9
214,26107120,6.0
348,27211000,2.6
923,11740511,7.8
647,26151124,4.9
7,13140660,7.3
18,13121100,1.4
255,26141140,7.1
4,11710383,6.0
755,12210280,4.3
168,26107133,7.3
820,14106200,7.8
320,24301020,5.7
81,27141030,3.7
97,11553120,0.8
476,26100143,8.1
82,26133131,7.9
632,23335100,0.7
572,24180200,9.2
205,11830160,0.8
283,24311010,0.9
832,13110100,4.4
278,11720313,3.5
473,26127124,6.3
93,14131500,2.4
85,21301000,4.5
765,21304120,9.7
64,11512120,7.8
999,11121210,9.9
682,11514110,6.0
428,25221110,8.8
781,24102000,0.7
595,13230110,5.2
91,26115133,6.6
718,14301010,5.9
151,11436000,8.8
406,23321900,2.4
628,26100160,6.7
752,26100100,9.1
372,26137142,7.1
399,22421010,3.5
25,21416150,1.2
432,22201050,7.8
985,25210240,8.2
765,14202020,2.4
941,27112000,7.0
428,11830100,2.2
317,24154011,4.1
720,14640066,1.4
978,22101510,3.5
404,11710620,3.2
63,27150030,3.4
844,23321900,9.8
487,13210290,5.1
201,26305110,8.0
246,11434200,9.9
691,26119121,3.3
666,26115131,3.4
579,26307140,3.7
977,25230560,6.4
862,26103110,6.9
997,26109132,9.8
406,14610520,2.6
689,13160400,9.8
575,26137110,9.8
827,11541130,4.5
112,24202020,5.6
90,11710630,6.0
141,27163010,4.5
25,14104700,7.5
371,23150100,6.1
631,27116200,8.9
125,26115144,7.5
563,26311140,6.3
256,24703000,8.1
230,27148010,6.2
243,11710676,5.1
572,26135131,3.1
831,12210505,7.8
662,27161010,0.7
890,11710917,1.5
964,26319122,9.2
870,13230510,3.8
13,26105130,3.7
605,22709010,6.8
927,26137132,9.3
894,27115000,5.9
397,11740313,8.7
348,23104000,0.7
762,14410380,4.0
852,11513300,5.5
27,11459990,8.4
365,26121131,4.2
811,14131500,9.7
950,22101120,1.7
462,24122151,6.5
995,26125131,1.4
763,26133110,0.1
769,14105010,4.5
75,11710638,2.9
414,24207000,2.2
219,26158050,7.6
147,25221505,9.4
139,23203100,5.9
621,26157110,4.4
353,24168030,1.2
458,26158024,3.0
491,11710627,7.8
911,24143220,4.8
911,11112120,7.1
213,27120210,5.8
668,24201060,8.9
346,14107060,3.7
494,24103000,2.1
423,26303190,4.5
901,13121400,8.3
111,11720416,8.4
639,11720315,1.2
166,24154010,5.2
649,26141130,3.2
295,14640072,4.0
924,26205110,4.6
558,27146100,9.3
4,13250200,2.8
659,26319120,6.9
456,14410110,6.7
815,26313100,6.6
567,14104100,0.5
182,11541110,7.2
987,14710100,6.8
703,27118110,4.9
906,11720617,4.7
591,27120030,6.3
831,11710368,9.0
556,24300110,2.2
170,11513395,2.2
424,24311010,2.8
411,13210300,4.8
516,25220105,5.7
636,26123100,0.4
311,26213190,0.9
591,24142311,0.3
488,11212050,5.2
349,26107130,0.6
350,12220270,5.0
829,12350235,6.4
112,11710693,5.1
8,21417120,2.7
631,22201200,4.4
95,25210280,6.8
538,24300120,2.9
387,11460300,2.4
473,14202020,5.3
863,26100142,1.7
272,26315120,4.6
144,22704010,1.5
554,24147311,3.9
253,11519200,9.5
717,22201320,0.5
818,26121190,7.4
564,11519205,5.9
934,24201130,9.6
408,25231110,6.2
515,13140900,1.8
539,26100140,5.4
846,24157302,8.5
930,27113300,3.1
111,24208510,2.3
81,14710100,9.8
636,11710667,9.4
820,22000110,3.9
1,24147311,9.2
1,12220200,0.9
432,26118024,3.1
820,26100200,6.9
702,11710478,9.5
297,27113100,9.7
258,14610210,2.7
412,26109124,10.0
662,14410620,1.3
846,23331100,1.8
972,14640034,6.4
578,26213180,3.1
915,25210310,0.9
298,14620310,8.6
813,22321110,6.0
226,24401010,4.3
